ID;REG;LAYER;NUM
43;RU-KGN;water-line;658
43;RU-KGN;boundary-polygon;471
43;RU-KGN;railway-station-point;115
43;RU-KGN;building-polygon;68587
43;RU-KGN;poi-point;1191
43;RU-KGN;nature_reserve-polygon;1
43;RU-KGN;land;1
43;RU-KGN;settlement-polygon;246
43;RU-KGN;settlement-point;1241
43;RU-KGN;water-polygon;3945
43;RU-KGN;railway-platform-polygon;15
43;RU-KGN;surface-polygon;2186
43;RU-KGN;vegetation-polygon;9829
43;RU-KGN;highway-crossing-point;120
72;RU-PRI;railway-line;2617
72;RU-PRI;parking-polygon;7108
72;RU-PRI;coastlines;356
72;RU-PRI;landuse-polygon;6424
72;RU-PRI;public-transport-point;1360
72;RU-PRI;building-point;15
72;RU-PRI;highway-line;126815
72;RU-PRI;aerialway-line;14
72;RU-PRI;poi-polygon;14997
72;RU-PRI;water-line;3312
72;RU-PRI;boundary-polygon;165
72;RU-PRI;railway-station-point;225
72;RU-PRI;building-polygon;327274
72;RU-PRI;poi-point;8424
72;RU-PRI;nature_reserve-polygon;20
72;RU-PRI;land;304
72;RU-PRI;settlement-polygon;676
72;RU-PRI;settlement-point;739
72;RU-PRI;water-polygon;1853
72;RU-PRI;railway-platform-polygon;27
72;RU-PRI;water;19
72;RU-PRI;surface-polygon;1123
72;RU-PRI;aerialway-point;15
72;RU-PRI;vegetation-polygon;5636
72;RU-PRI;highway-crossing-point;930
101;RU-SPE;railway-line;5523
101;RU-SPE;parking-polygon;5174
101;RU-SPE;coastlines;62
101;RU-SPE;landuse-polygon;15630
101;RU-SPE;public-transport-point;5490
101;RU-SPE;building-point;346
101;RU-SPE;highway-line;175146
101;RU-SPE;aerialway-line;3
101;RU-SPE;poi-polygon;23509
101;RU-SPE;water-line;3592
101;RU-SPE;boundary-polygon;130
101;RU-SPE;railway-station-point;172
101;RU-SPE;building-polygon;125591
101;RU-SPE;poi-point;51646
101;RU-SPE;nature_reserve-polygon;25
101;RU-SPE;land;57
101;RU-SPE;settlement-polygon;225
101;RU-SPE;settlement-point;84
101;RU-SPE;water-polygon;2430
101;RU-SPE;railway-platform-polygon;122
101;RU-SPE;water;2
101;RU-SPE;surface-polygon;4144
101;RU-SPE;aerialway-point;4
101;RU-SPE;vegetation-polygon;8490
101;RU-SPE;highway-crossing-point;10989
7;EE;railway-line;2898
7;EE;parking-polygon;3178
7;EE;coastlines;2487
7;EE;landuse-polygon;21873
7;EE;public-transport-point;15335
7;EE;building-point;99
7;EE;highway-line;149229
7;EE;aerialway-line;19
7;EE;poi-polygon;8311
7;EE;water-line;11416
7;EE;boundary-polygon;4804
7;EE;railway-station-point;135
7;EE;building-polygon;681123
7;EE;poi-point;13926
7;EE;nature_reserve-polygon;15
7;EE;land;2109
7;EE;settlement-polygon;83
7;EE;settlement-point;4842
7;EE;water-polygon;20771
7;EE;railway-platform-polygon;11
7;EE;water;139
7;EE;surface-polygon;4522
7;EE;vegetation-polygon;25016
7;EE;highway-crossing-point;3508
13;GE;railway-line;2252
13;GE;parking-polygon;546
13;GE;coastlines;8
13;GE;landuse-polygon;14585
13;GE;public-transport-point;861
13;GE;building-point;122
13;GE;highway-line;151272
13;GE;aerialway-line;73
13;GE;poi-polygon;8374
13;GE;water-line;16133
13;GE;boundary-polygon;102
13;GE;railway-station-point;292
13;GE;building-polygon;137033
13;GE;poi-point;31757
13;GE;nature_reserve-polygon;54
13;GE;land;2
13;GE;settlement-polygon;978
13;GE;settlement-point;4443
13;GE;water-polygon;3140
13;GE;railway-platform-polygon;30
13;GE;water;1
13;GE;surface-polygon;1963
13;GE;aerialway-point;271
13;GE;vegetation-polygon;10824
13;GE;highway-crossing-point;1184
93;RU-ZAB;railway-line;3536
93;RU-ZAB;parking-polygon;256
93;RU-ZAB;landuse-polygon;4497
93;RU-ZAB;public-transport-point;508
93;RU-ZAB;building-point;1810
93;RU-ZAB;highway-line;27529
93;RU-ZAB;poi-polygon;2743
93;RU-ZAB;water-line;2100
93;RU-ZAB;boundary-polygon;420
93;RU-ZAB;railway-station-point;286
93;RU-ZAB;building-polygon;125785
93;RU-ZAB;poi-point;1853
93;RU-ZAB;nature_reserve-polygon;9
93;RU-ZAB;land;1
93;RU-ZAB;settlement-polygon;793
93;RU-ZAB;settlement-point;844
93;RU-ZAB;water-polygon;2927
93;RU-ZAB;railway-platform-polygon;50
93;RU-ZAB;surface-polygon;428
93;RU-ZAB;vegetation-polygon;7358
93;RU-ZAB;highway-crossing-point;581
52;RU-KR;railway-line;1785
52;RU-KR;parking-polygon;616
52;RU-KR;coastlines;2168
52;RU-KR;landuse-polygon;7595
52;RU-KR;public-transport-point;708
52;RU-KR;building-point;95
52;RU-KR;highway-line;53712
52;RU-KR;aerialway-line;2
52;RU-KR;poi-polygon;4216
52;RU-KR;water-line;21414
52;RU-KR;boundary-polygon;179
52;RU-KR;railway-station-point;231
52;RU-KR;building-polygon;81297
52;RU-KR;poi-point;6094
52;RU-KR;nature_reserve-polygon;19
52;RU-KR;land;2148
52;RU-KR;settlement-polygon;405
52;RU-KR;settlement-point;1198
52;RU-KR;water-polygon;62785
52;RU-KR;railway-platform-polygon;20
52;RU-KR;water;116
52;RU-KR;surface-polygon;23660
52;RU-KR;vegetation-polygon;92513
52;RU-KR;highway-crossing-point;588
24;RU-AST;railway-line;1657
24;RU-AST;parking-polygon;160
24;RU-AST;coastlines;298
24;RU-AST;landuse-polygon;4223
24;RU-AST;public-transport-point;301
24;RU-AST;building-point;5
24;RU-AST;highway-line;29043
24;RU-AST;poi-polygon;1950
24;RU-AST;water-line;4211
24;RU-AST;boundary-polygon;147
24;RU-AST;railway-station-point;72
24;RU-AST;building-polygon;17590
24;RU-AST;poi-point;1515
24;RU-AST;nature_reserve-polygon;7
24;RU-AST;land;289
24;RU-AST;settlement-polygon;374
24;RU-AST;settlement-point;425
24;RU-AST;water-polygon;5217
24;RU-AST;railway-platform-polygon;60
24;RU-AST;water;26
24;RU-AST;surface-polygon;1072
24;RU-AST;vegetation-polygon;7872
24;RU-AST;highway-crossing-point;318
83;RU-TYU;railway-line;1783
83;RU-TYU;parking-polygon;1633
83;RU-TYU;landuse-polygon;9291
83;RU-TYU;public-transport-point;1409
83;RU-TYU;building-point;125
83;RU-TYU;highway-line;44082
83;RU-TYU;aerialway-line;2
83;RU-TYU;poi-polygon;5303
83;RU-TYU;water-line;3146
83;RU-TYU;boundary-polygon;330
83;RU-TYU;railway-station-point;112
83;RU-TYU;building-polygon;93417
83;RU-TYU;poi-point;4465
83;RU-TYU;nature_reserve-polygon;10
83;RU-TYU;land;1
83;RU-TYU;settlement-polygon;1188
83;RU-TYU;settlement-point;1388
83;RU-TYU;water-polygon;5702
83;RU-TYU;railway-platform-polygon;16
83;RU-TYU;surface-polygon;2341
83;RU-TYU;vegetation-polygon;14399
83;RU-TYU;highway-crossing-point;2091
108;RU-SEV;railway-line;213
108;RU-SEV;parking-polygon;177
108;RU-SEV;coastlines;23
108;RU-SEV;landuse-polygon;2312
108;RU-SEV;public-transport-point;505
108;RU-SEV;building-point;17
108;RU-SEV;highway-line;14432
108;RU-SEV;aerialway-line;2
108;RU-SEV;poi-polygon;1776
108;RU-SEV;water-line;106
108;RU-SEV;boundary-polygon;22
108;RU-SEV;railway-station-point;13
108;RU-SEV;building-polygon;30348
108;RU-SEV;poi-point;4243
108;RU-SEV;nature_reserve-polygon;12
108;RU-SEV;land;17
108;RU-SEV;settlement-polygon;50
108;RU-SEV;settlement-point;83
108;RU-SEV;water-polygon;170
108;RU-SEV;railway-platform-polygon;1
108;RU-SEV;water;2
108;RU-SEV;surface-polygon;567
108;RU-SEV;vegetation-polygon;1344
108;RU-SEV;highway-crossing-point;313
96;RU-TAM;railway-line;706
96;RU-TAM;parking-polygon;471
96;RU-TAM;landuse-polygon;11271
96;RU-TAM;public-transport-point;1026
96;RU-TAM;building-point;34
96;RU-TAM;highway-line;39992
96;RU-TAM;poi-polygon;2616
96;RU-TAM;water-line;4245
96;RU-TAM;boundary-polygon;281
96;RU-TAM;railway-station-point;124
96;RU-TAM;building-polygon;169195
96;RU-TAM;poi-point;4262
96;RU-TAM;nature_reserve-polygon;18
96;RU-TAM;land;1
96;RU-TAM;settlement-polygon;519
96;RU-TAM;settlement-point;1687
96;RU-TAM;water-polygon;6033
96;RU-TAM;railway-platform-polygon;28
96;RU-TAM;surface-polygon;3487
96;RU-TAM;vegetation-polygon;10047
96;RU-TAM;highway-crossing-point;845
58;RU-ME;railway-line;175
58;RU-ME;parking-polygon;267
58;RU-ME;landuse-polygon;13454
58;RU-ME;public-transport-point;684
58;RU-ME;building-point;126
58;RU-ME;highway-line;32268
58;RU-ME;poi-polygon;2748
58;RU-ME;water-line;3876
58;RU-ME;boundary-polygon;141
58;RU-ME;railway-station-point;26
58;RU-ME;building-polygon;135281
58;RU-ME;poi-point;3402
58;RU-ME;nature_reserve-polygon;42
58;RU-ME;land;1
58;RU-ME;settlement-polygon;863
58;RU-ME;settlement-point;1662
58;RU-ME;water-polygon;4952
58;RU-ME;railway-platform-polygon;2
58;RU-ME;surface-polygon;2413
58;RU-ME;vegetation-polygon;12202
58;RU-ME;highway-crossing-point;293
71;RU-PNZ;railway-line;1258
71;RU-PNZ;parking-polygon;818
71;RU-PNZ;landuse-polygon;15941
71;RU-PNZ;public-transport-point;1051
71;RU-PNZ;building-point;4402
71;RU-PNZ;highway-line;50056
71;RU-PNZ;aerialway-line;3
71;RU-PNZ;poi-polygon;3568
71;RU-PNZ;water-line;4167
71;RU-PNZ;boundary-polygon;327
71;RU-PNZ;railway-station-point;199
71;RU-PNZ;building-polygon;74820
71;RU-PNZ;poi-point;6960
71;RU-PNZ;nature_reserve-polygon;6
71;RU-PNZ;land;1
71;RU-PNZ;settlement-polygon;1269
71;RU-PNZ;settlement-point;1496
71;RU-PNZ;water-polygon;3978
71;RU-PNZ;railway-platform-polygon;42
71;RU-PNZ;surface-polygon;3981
71;RU-PNZ;aerialway-point;7
71;RU-PNZ;vegetation-polygon;18277
71;RU-PNZ;highway-crossing-point;996
51;RU-KOS;railway-line;808
51;RU-KOS;parking-polygon;296
51;RU-KOS;landuse-polygon;9424
51;RU-KOS;public-transport-point;564
51;RU-KOS;building-point;45
51;RU-KOS;highway-line;22847
51;RU-KOS;poi-polygon;1872
51;RU-KOS;water-line;1868
51;RU-KOS;boundary-polygon;181
51;RU-KOS;railway-station-point;103
51;RU-KOS;building-polygon;41387
51;RU-KOS;poi-point;1927
51;RU-KOS;nature_reserve-polygon;4
51;RU-KOS;land;1
51;RU-KOS;settlement-polygon;1036
51;RU-KOS;settlement-point;4204
51;RU-KOS;water-polygon;2519
51;RU-KOS;railway-platform-polygon;11
51;RU-KOS;surface-polygon;1715
51;RU-KOS;vegetation-polygon;12266
51;RU-KOS;highway-crossing-point;321
5;LV;railway-line;4415
5;LV;parking-polygon;4122
5;LV;coastlines;6
5;LV;landuse-polygon;21446
5;LV;public-transport-point;8117
5;LV;building-point;558
5;LV;highway-line;162063
5;LV;aerialway-line;91
5;LV;poi-polygon;12786
5;LV;water-line;7259
5;LV;boundary-polygon;540
5;LV;railway-station-point;224
5;LV;building-polygon;416676
5;LV;poi-point;18439
5;LV;nature_reserve-polygon;439
5;LV;land;2
5;LV;settlement-polygon;249
5;LV;settlement-point;5615
5;LV;water-polygon;16409
5;LV;railway-platform-polygon;86
5;LV;water;13
5;LV;surface-polygon;2105
5;LV;aerialway-point;39
5;LV;vegetation-polygon;22061
5;LV;highway-crossing-point;3556
75;RU-RYA;railway-line;2113
75;RU-RYA;parking-polygon;659
75;RU-RYA;landuse-polygon;15663
75;RU-RYA;public-transport-point;1715
75;RU-RYA;building-point;52
75;RU-RYA;highway-line;51690
75;RU-RYA;poi-polygon;4768
75;RU-RYA;water-line;4428
75;RU-RYA;boundary-polygon;308
75;RU-RYA;railway-station-point;181
75;RU-RYA;building-polygon;119023
75;RU-RYA;poi-point;5229
75;RU-RYA;nature_reserve-polygon;9
75;RU-RYA;land;1
75;RU-RYA;settlement-polygon;2425
75;RU-RYA;settlement-point;3161
75;RU-RYA;water-polygon;6343
75;RU-RYA;railway-platform-polygon;180
75;RU-RYA;surface-polygon;4001
75;RU-RYA;aerialway-point;1
75;RU-RYA;vegetation-polygon;21916
75;RU-RYA;highway-crossing-point;1085
32;RU-CU;railway-line;689
32;RU-CU;parking-polygon;643
32;RU-CU;landuse-polygon;8277
32;RU-CU;public-transport-point;1257
32;RU-CU;building-point;387
32;RU-CU;highway-line;45460
32;RU-CU;aerialway-line;1
32;RU-CU;poi-polygon;3414
32;RU-CU;water-line;4445
32;RU-CU;boundary-polygon;176
32;RU-CU;railway-station-point;85
32;RU-CU;building-polygon;57118
32;RU-CU;poi-point;4676
32;RU-CU;nature_reserve-polygon;12
32;RU-CU;land;1
32;RU-CU;settlement-polygon;1656
32;RU-CU;settlement-point;1731
32;RU-CU;water-polygon;4753
32;RU-CU;railway-platform-polygon;29
32;RU-CU;surface-polygon;383
32;RU-CU;aerialway-point;2
32;RU-CU;vegetation-polygon;5368
32;RU-CU;highway-crossing-point;1228
60;RU-MOS;railway-line;6911
60;RU-MOS;parking-polygon;6985
60;RU-MOS;landuse-polygon;103512
60;RU-MOS;public-transport-point;14266
60;RU-MOS;building-point;1322
60;RU-MOS;highway-line;341298
60;RU-MOS;aerialway-line;64
60;RU-MOS;poi-polygon;31332
60;RU-MOS;water-line;21776
60;RU-MOS;boundary-polygon;224
60;RU-MOS;railway-station-point;507
60;RU-MOS;building-polygon;659783
60;RU-MOS;poi-point;53552
60;RU-MOS;nature_reserve-polygon;24
60;RU-MOS;land;1
60;RU-MOS;settlement-polygon;5142
60;RU-MOS;settlement-point;6221
60;RU-MOS;water-polygon;27592
60;RU-MOS;railway-platform-polygon;680
60;RU-MOS;surface-polygon;14043
60;RU-MOS;aerialway-point;67
60;RU-MOS;vegetation-polygon;56612
60;RU-MOS;highway-crossing-point;12644
37;RU-KAM;parking-polygon;272
37;RU-KAM;coastlines;581
37;RU-KAM;landuse-polygon;1529
37;RU-KAM;public-transport-point;301
37;RU-KAM;building-point;16
37;RU-KAM;highway-line;14811
37;RU-KAM;aerialway-line;9
37;RU-KAM;poi-polygon;1681
37;RU-KAM;water-line;4356
37;RU-KAM;boundary-polygon;68
37;RU-KAM;building-polygon;27026
37;RU-KAM;poi-point;2332
37;RU-KAM;nature_reserve-polygon;6
37;RU-KAM;land;541
37;RU-KAM;settlement-polygon;75
37;RU-KAM;settlement-point;228
37;RU-KAM;water-polygon;8662
37;RU-KAM;water;30
37;RU-KAM;surface-polygon;932
37;RU-KAM;aerialway-point;17
37;RU-KAM;vegetation-polygon;3454
37;RU-KAM;highway-crossing-point;255
35;RU-IRK;railway-line;5871
35;RU-IRK;parking-polygon;994
35;RU-IRK;landuse-polygon;33351
35;RU-IRK;public-transport-point;1493
35;RU-IRK;building-point;4198
35;RU-IRK;highway-line;75200
35;RU-IRK;aerialway-line;13
35;RU-IRK;poi-polygon;8599
35;RU-IRK;water-line;5187
35;RU-IRK;boundary-polygon;467
35;RU-IRK;railway-station-point;510
35;RU-IRK;building-polygon;120838
35;RU-IRK;poi-point;6259
35;RU-IRK;nature_reserve-polygon;13
35;RU-IRK;land;1
35;RU-IRK;settlement-polygon;353
35;RU-IRK;settlement-point;1708
35;RU-IRK;water-polygon;3655
35;RU-IRK;railway-platform-polygon;63
35;RU-IRK;surface-polygon;2907
35;RU-IRK;vegetation-polygon;23171
35;RU-IRK;highway-crossing-point;1187
63;RU-NEN;parking-polygon;36
63;RU-NEN;coastlines;304
63;RU-NEN;landuse-polygon;400
63;RU-NEN;public-transport-point;39
63;RU-NEN;building-point;209
63;RU-NEN;highway-line;2687
63;RU-NEN;poi-polygon;423
63;RU-NEN;water-line;6490
63;RU-NEN;boundary-polygon;23
63;RU-NEN;building-polygon;6965
63;RU-NEN;poi-point;386
63;RU-NEN;nature_reserve-polygon;2
63;RU-NEN;land;271
63;RU-NEN;settlement-polygon;58
63;RU-NEN;settlement-point;106
63;RU-NEN;water-polygon;40836
63;RU-NEN;water;21
63;RU-NEN;surface-polygon;241
63;RU-NEN;vegetation-polygon;330
63;RU-NEN;highway-crossing-point;36
76;RU-SA;railway-line;897
76;RU-SA;parking-polygon;365
76;RU-SA;coastlines;3225
76;RU-SA;landuse-polygon;4511
76;RU-SA;public-transport-point;362
76;RU-SA;building-point;49
76;RU-SA;highway-line;30526
76;RU-SA;aerialway-line;1
76;RU-SA;poi-polygon;4656
76;RU-SA;water-line;7583
76;RU-SA;boundary-polygon;449
76;RU-SA;railway-station-point;35
76;RU-SA;building-polygon;94304
76;RU-SA;poi-point;2862
76;RU-SA;nature_reserve-polygon;15
76;RU-SA;land;3172
76;RU-SA;settlement-polygon;227
76;RU-SA;settlement-point;1254
76;RU-SA;water-polygon;72825
76;RU-SA;railway-platform-polygon;3
76;RU-SA;water;278
76;RU-SA;surface-polygon;1468
76;RU-SA;vegetation-polygon;8682
76;RU-SA;highway-crossing-point;250
65;RU-NIZ;railway-line;3670
65;RU-NIZ;parking-polygon;1888
65;RU-NIZ;landuse-polygon;30055
65;RU-NIZ;public-transport-point;3604
65;RU-NIZ;building-point;256
65;RU-NIZ;highway-line;142150
65;RU-NIZ;aerialway-line;16
65;RU-NIZ;poi-polygon;12268
65;RU-NIZ;water-line;5981
65;RU-NIZ;boundary-polygon;408
65;RU-NIZ;railway-station-point;255
65;RU-NIZ;building-polygon;320890
65;RU-NIZ;poi-point;14528
65;RU-NIZ;nature_reserve-polygon;13
65;RU-NIZ;land;1
65;RU-NIZ;settlement-polygon;2334
65;RU-NIZ;settlement-point;4985
65;RU-NIZ;water-polygon;13582
65;RU-NIZ;railway-platform-polygon;73
65;RU-NIZ;surface-polygon;4333
65;RU-NIZ;aerialway-point;38
65;RU-NIZ;vegetation-polygon;37788
65;RU-NIZ;highway-crossing-point;3533
19;RU-AD;railway-line;174
19;RU-AD;parking-polygon;184
19;RU-AD;landuse-polygon;3457
19;RU-AD;public-transport-point;323
19;RU-AD;building-point;10105
19;RU-AD;highway-line;17350
19;RU-AD;aerialway-line;9
19;RU-AD;poi-polygon;1346
19;RU-AD;water-line;3345
19;RU-AD;boundary-polygon;64
19;RU-AD;railway-station-point;36
19;RU-AD;building-polygon;143627
19;RU-AD;poi-point;2723
19;RU-AD;nature_reserve-polygon;5
19;RU-AD;land;1
19;RU-AD;settlement-polygon;236
19;RU-AD;settlement-point;405
19;RU-AD;water-polygon;1276
19;RU-AD;railway-platform-polygon;4
19;RU-AD;surface-polygon;3370
19;RU-AD;aerialway-point;18
19;RU-AD;vegetation-polygon;5315
19;RU-AD;highway-crossing-point;803
57;RU-MAG;railway-line;16
57;RU-MAG;parking-polygon;102
57;RU-MAG;coastlines;702
57;RU-MAG;landuse-polygon;796
57;RU-MAG;public-transport-point;139
57;RU-MAG;building-point;5
57;RU-MAG;highway-line;7304
57;RU-MAG;aerialway-line;2
57;RU-MAG;poi-polygon;687
57;RU-MAG;water-line;2204
57;RU-MAG;boundary-polygon;10
57;RU-MAG;building-polygon;10174
57;RU-MAG;poi-point;791
57;RU-MAG;nature_reserve-polygon;19
57;RU-MAG;land;641
57;RU-MAG;settlement-polygon;59
57;RU-MAG;settlement-point;257
57;RU-MAG;water-polygon;1061
57;RU-MAG;water;37
57;RU-MAG;surface-polygon;166
57;RU-MAG;vegetation-polygon;349
57;RU-MAG;highway-crossing-point;206
46;RU-KIR;railway-line;1966
46;RU-KIR;parking-polygon;359
46;RU-KIR;landuse-polygon;13418
46;RU-KIR;public-transport-point;1245
46;RU-KIR;building-point;31
46;RU-KIR;highway-line;59293
46;RU-KIR;aerialway-line;9
46;RU-KIR;poi-polygon;3639
46;RU-KIR;water-line;7932
46;RU-KIR;boundary-polygon;374
46;RU-KIR;railway-station-point;255
46;RU-KIR;building-polygon;203286
46;RU-KIR;poi-point;5136
46;RU-KIR;nature_reserve-polygon;2
46;RU-KIR;land;1
46;RU-KIR;settlement-polygon;3035
46;RU-KIR;settlement-point;5424
46;RU-KIR;water-polygon;8413
46;RU-KIR;railway-platform-polygon;37
46;RU-KIR;surface-polygon;12262
46;RU-KIR;aerialway-point;29
46;RU-KIR;vegetation-polygon;85193
46;RU-KIR;highway-crossing-point;308
50;RU-KO;railway-line;2137
50;RU-KO;parking-polygon;518
50;RU-KO;landuse-polygon;4744
50;RU-KO;public-transport-point;727
50;RU-KO;building-point;40
50;RU-KO;highway-line;51617
50;RU-KO;aerialway-line;2
50;RU-KO;poi-polygon;3824
50;RU-KO;water-line;7387
50;RU-KO;boundary-polygon;189
50;RU-KO;railway-station-point;165
50;RU-KO;building-polygon;142312
50;RU-KO;poi-point;5126
50;RU-KO;nature_reserve-polygon;18
50;RU-KO;land;1
50;RU-KO;settlement-polygon;678
50;RU-KO;settlement-point;907
50;RU-KO;water-polygon;13993
50;RU-KO;railway-platform-polygon;28
50;RU-KO;surface-polygon;6304
50;RU-KO;vegetation-polygon;9155
50;RU-KO;highway-crossing-point;613
12;TM;railway-line;1654
12;TM;parking-polygon;484
12;TM;coastlines;46
12;TM;landuse-polygon;2349
12;TM;public-transport-point;828
12;TM;building-point;14
12;TM;highway-line;33294
12;TM;aerialway-line;1
12;TM;poi-polygon;3587
12;TM;water-line;1227
12;TM;boundary-polygon;72
12;TM;railway-station-point;200
12;TM;building-polygon;45495
12;TM;poi-point;2713
12;TM;nature_reserve-polygon;6
12;TM;land;45
12;TM;settlement-polygon;87
12;TM;settlement-point;366
12;TM;water-polygon;447
12;TM;railway-platform-polygon;31
12;TM;water;1
12;TM;surface-polygon;3
12;TM;aerialway-point;20
12;TM;vegetation-polygon;127
12;TM;highway-crossing-point;138
42;RU-KGD;railway-line;1457
42;RU-KGD;parking-polygon;912
42;RU-KGD;coastlines;34
42;RU-KGD;landuse-polygon;3637
42;RU-KGD;public-transport-point;1148
42;RU-KGD;building-point;41
42;RU-KGD;highway-line;34560
42;RU-KGD;aerialway-line;1
42;RU-KGD;poi-polygon;3960
42;RU-KGD;water-line;2866
42;RU-KGD;boundary-polygon;56
42;RU-KGD;railway-station-point;161
42;RU-KGD;building-polygon;56119
42;RU-KGD;poi-point;4023
42;RU-KGD;nature_reserve-polygon;7
42;RU-KGD;land;20
42;RU-KGD;settlement-polygon;286
42;RU-KGD;settlement-point;2620
42;RU-KGD;water-polygon;2728
42;RU-KGD;railway-platform-polygon;15
42;RU-KGD;water;1
42;RU-KGD;surface-polygon;245
42;RU-KGD;aerialway-point;1
42;RU-KGD;vegetation-polygon;2764
42;RU-KGD;highway-crossing-point;1390
