ID;REG;LAYER;NUM
61;RU-MOW;building-point;761
61;RU-MOW;highway-line;252130
61;RU-MOW;aerialway-line;19
61;RU-MOW;poi-polygon;37897
61;RU-MOW;water-line;2766
61;RU-MOW;boundary-polygon;161
61;RU-MOW;railway-station-point;356
61;RU-MOW;building-polygon;220297
61;RU-MOW;poi-point;76737
61;RU-MOW;nature_reserve-polygon;16
61;RU-MOW;land;1
61;RU-MOW;settlement-polygon;230
61;RU-MOW;settlement-point;312
61;RU-MOW;water-polygon;2773
61;RU-MOW;railway-platform-polygon;530
61;RU-MOW;surface-polygon;1873
61;RU-MOW;aerialway-point;7
61;RU-MOW;vegetation-polygon;8829
61;RU-MOW;highway-crossing-point;17174
16;UZ;railway-line;6778
16;UZ;parking-polygon;1180
16;UZ;landuse-polygon;16607
16;UZ;public-transport-point;1845
16;UZ;building-point;1045
16;UZ;highway-line;211340
16;UZ;aerialway-line;12
16;UZ;poi-polygon;16808
16;UZ;water-line;15376
16;UZ;boundary-polygon;95
16;UZ;railway-station-point;458
16;UZ;building-polygon;161844
16;UZ;poi-point;22259
16;UZ;nature_reserve-polygon;24
16;UZ;land;1
16;UZ;settlement-polygon;3339
16;UZ;settlement-point;3517
16;UZ;water-polygon;3319
16;UZ;railway-platform-polygon;57
16;UZ;surface-polygon;2840
16;UZ;aerialway-point;56
16;UZ;vegetation-polygon;2179
16;UZ;highway-crossing-point;2115
85;RU-ULY;railway-line;1737
85;RU-ULY;parking-polygon;1350
85;RU-ULY;landuse-polygon;9813
85;RU-ULY;public-transport-point;1424
85;RU-ULY;building-point;40
85;RU-ULY;highway-line;69902
85;RU-ULY;aerialway-line;2
85;RU-ULY;poi-polygon;5126
85;RU-ULY;water-line;1848
85;RU-ULY;boundary-polygon;173
85;RU-ULY;railway-station-point;96
85;RU-ULY;building-polygon;181934
85;RU-ULY;poi-point;6874
85;RU-ULY;nature_reserve-polygon;9
85;RU-ULY;land;1
85;RU-ULY;settlement-polygon;546
85;RU-ULY;settlement-point;999
85;RU-ULY;water-polygon;1988
85;RU-ULY;railway-platform-polygon;14
85;RU-ULY;surface-polygon;1909
85;RU-ULY;aerialway-point;12
85;RU-ULY;vegetation-polygon;16281
85;RU-ULY;highway-crossing-point;1385
70;RU-PER;railway-line;6177
70;RU-PER;parking-polygon;936
70;RU-PER;landuse-polygon;32956
70;RU-PER;public-transport-point;2701
70;RU-PER;building-point;954
70;RU-PER;highway-line;152519
70;RU-PER;aerialway-line;17
70;RU-PER;poi-polygon;7901
70;RU-PER;water-line;8404
70;RU-PER;boundary-polygon;359
70;RU-PER;railway-station-point;385
70;RU-PER;building-polygon;209445
70;RU-PER;poi-point;11239
70;RU-PER;nature_reserve-polygon;8
70;RU-PER;land;1
70;RU-PER;settlement-polygon;3774
70;RU-PER;settlement-point;3916
70;RU-PER;water-polygon;9125
70;RU-PER;railway-platform-polygon;92
70;RU-PER;surface-polygon;7374
70;RU-PER;aerialway-point;10
70;RU-PER;vegetation-polygon;63350
70;RU-PER;highway-crossing-point;1641
25;RU-BA;railway-line;3075
25;RU-BA;parking-polygon;1492
25;RU-BA;landuse-polygon;18175
25;RU-BA;public-transport-point;1749
25;RU-BA;building-point;5405
25;RU-BA;highway-line;87156
25;RU-BA;aerialway-line;22
25;RU-BA;poi-polygon;8564
25;RU-BA;water-line;4500
25;RU-BA;boundary-polygon;587
25;RU-BA;railway-station-point;296
25;RU-BA;building-polygon;178493
25;RU-BA;poi-point;8836
25;RU-BA;nature_reserve-polygon;8
25;RU-BA;land;1
25;RU-BA;settlement-polygon;2609
25;RU-BA;settlement-point;4673
25;RU-BA;water-polygon;4429
25;RU-BA;railway-platform-polygon;71
25;RU-BA;surface-polygon;6458
25;RU-BA;aerialway-point;134
25;RU-BA;vegetation-polygon;34652
25;RU-BA;highway-crossing-point;1423
56;RU-LIP;railway-line;1505
56;RU-LIP;parking-polygon;375
56;RU-LIP;landuse-polygon;31389
56;RU-LIP;public-transport-point;1312
56;RU-LIP;building-point;1834
56;RU-LIP;highway-line;52613
56;RU-LIP;poi-polygon;3655
56;RU-LIP;water-line;3614
56;RU-LIP;boundary-polygon;320
56;RU-LIP;railway-station-point;121
56;RU-LIP;building-polygon;134735
56;RU-LIP;poi-point;4636
56;RU-LIP;nature_reserve-polygon;13
56;RU-LIP;land;1
56;RU-LIP;settlement-polygon;1204
56;RU-LIP;settlement-point;1691
56;RU-LIP;water-polygon;5863
56;RU-LIP;railway-platform-polygon;30
56;RU-LIP;surface-polygon;3377
56;RU-LIP;vegetation-polygon;25678
56;RU-LIP;highway-crossing-point;1010
92;RU-YEV;railway-line;685
92;RU-YEV;parking-polygon;76
92;RU-YEV;landuse-polygon;658
92;RU-YEV;public-transport-point;99
92;RU-YEV;building-point;2
92;RU-YEV;highway-line;5686
92;RU-YEV;aerialway-line;1
92;RU-YEV;poi-polygon;491
92;RU-YEV;water-line;1046
92;RU-YEV;boundary-polygon;34
92;RU-YEV;railway-station-point;71
92;RU-YEV;building-polygon;10919
92;RU-YEV;poi-point;518
92;RU-YEV;nature_reserve-polygon;4
92;RU-YEV;land;1
92;RU-YEV;settlement-polygon;102
92;RU-YEV;settlement-point;112
92;RU-YEV;water-polygon;1605
92;RU-YEV;surface-polygon;256
92;RU-YEV;vegetation-polygon;6630
92;RU-YEV;highway-crossing-point;85
62;RU-MUR;railway-line;1513
62;RU-MUR;parking-polygon;597
62;RU-MUR;coastlines;1155
62;RU-MUR;landuse-polygon;3761
62;RU-MUR;public-transport-point;873
62;RU-MUR;building-point;75
62;RU-MUR;highway-line;33066
62;RU-MUR;aerialway-line;28
62;RU-MUR;poi-polygon;6109
62;RU-MUR;water-line;11237
62;RU-MUR;boundary-polygon;67
62;RU-MUR;railway-station-point;134
62;RU-MUR;building-polygon;45323
62;RU-MUR;poi-point;7017
62;RU-MUR;nature_reserve-polygon;29
62;RU-MUR;land;1092
62;RU-MUR;settlement-polygon;140
62;RU-MUR;settlement-point;451
62;RU-MUR;water-polygon;51301
62;RU-MUR;railway-platform-polygon;10
62;RU-MUR;water;87
62;RU-MUR;surface-polygon;1171
62;RU-MUR;aerialway-point;54
62;RU-MUR;vegetation-polygon;17065
62;RU-MUR;highway-crossing-point;1019
97;RU-TUL;railway-line;1789
97;RU-TUL;parking-polygon;696
97;RU-TUL;landuse-polygon;19757
97;RU-TUL;public-transport-point;1607
97;RU-TUL;building-point;48
97;RU-TUL;highway-line;49854
97;RU-TUL;aerialway-line;9
97;RU-TUL;poi-polygon;4257
97;RU-TUL;water-line;3271
97;RU-TUL;boundary-polygon;110
97;RU-TUL;railway-station-point;171
97;RU-TUL;building-polygon;68867
97;RU-TUL;poi-point;6664
97;RU-TUL;nature_reserve-polygon;6
97;RU-TUL;land;1
97;RU-TUL;settlement-polygon;891
97;RU-TUL;settlement-point;3713
97;RU-TUL;water-polygon;3950
97;RU-TUL;railway-platform-polygon;70
97;RU-TUL;surface-polygon;4218
97;RU-TUL;aerialway-point;18
97;RU-TUL;vegetation-polygon;17950
97;RU-TUL;highway-crossing-point;1034
38;RU-KB;railway-line;270
38;RU-KB;parking-polygon;53
38;RU-KB;landuse-polygon;1864
38;RU-KB;public-transport-point;103
38;RU-KB;building-point;10
38;RU-KB;highway-line;9351
38;RU-KB;aerialway-line;13
38;RU-KB;poi-polygon;812
38;RU-KB;water-line;1840
38;RU-KB;boundary-polygon;20
38;RU-KB;railway-station-point;21
38;RU-KB;building-polygon;20497
38;RU-KB;poi-point;1540
38;RU-KB;nature_reserve-polygon;2
38;RU-KB;land;1
38;RU-KB;settlement-polygon;183
38;RU-KB;settlement-point;254
38;RU-KB;water-polygon;349
38;RU-KB;railway-platform-polygon;11
38;RU-KB;surface-polygon;677
38;RU-KB;aerialway-point;91
38;RU-KB;vegetation-polygon;2142
38;RU-KB;highway-crossing-point;83
69;RU-ORL;railway-line;824
69;RU-ORL;parking-polygon;244
69;RU-ORL;landuse-polygon;5606
69;RU-ORL;public-transport-point;443
69;RU-ORL;building-point;11
69;RU-ORL;highway-line;18098
69;RU-ORL;poi-polygon;1380
69;RU-ORL;water-line;773
69;RU-ORL;boundary-polygon;270
69;RU-ORL;railway-station-point;99
69;RU-ORL;building-polygon;68302
69;RU-ORL;poi-point;1976
69;RU-ORL;nature_reserve-polygon;2
69;RU-ORL;land;1
69;RU-ORL;settlement-polygon;234
69;RU-ORL;settlement-point;2945
69;RU-ORL;water-polygon;1429
69;RU-ORL;railway-platform-polygon;13
69;RU-ORL;surface-polygon;1862
69;RU-ORL;vegetation-polygon;5513
69;RU-ORL;highway-crossing-point;377
29;RU-CE;railway-line;374
29;RU-CE;parking-polygon;120
29;RU-CE;landuse-polygon;3762
29;RU-CE;public-transport-point;40
29;RU-CE;building-point;25
29;RU-CE;highway-line;16753
29;RU-CE;poi-polygon;963
29;RU-CE;water-line;617
29;RU-CE;boundary-polygon;250
29;RU-CE;railway-station-point;19
29;RU-CE;building-polygon;29625
29;RU-CE;poi-point;918
29;RU-CE;nature_reserve-polygon;4
29;RU-CE;land;1
29;RU-CE;settlement-polygon;124
29;RU-CE;settlement-point;380
29;RU-CE;water-polygon;248
29;RU-CE;railway-platform-polygon;5
29;RU-CE;surface-polygon;122
29;RU-CE;vegetation-polygon;2295
29;RU-CE;highway-crossing-point;338
89;RU-VOR;railway-line;2221
89;RU-VOR;parking-polygon;961
89;RU-VOR;landuse-polygon;40570
89;RU-VOR;public-transport-point;1929
89;RU-VOR;building-point;369
89;RU-VOR;highway-line;86395
89;RU-VOR;aerialway-line;12
89;RU-VOR;poi-polygon;7045
89;RU-VOR;water-line;4099
89;RU-VOR;boundary-polygon;499
89;RU-VOR;railway-station-point;219
89;RU-VOR;building-polygon;252636
89;RU-VOR;poi-point;16185
89;RU-VOR;nature_reserve-polygon;256
89;RU-VOR;land;1
89;RU-VOR;settlement-polygon;1368
89;RU-VOR;settlement-point;2643
89;RU-VOR;water-polygon;8477
89;RU-VOR;railway-platform-polygon;66
89;RU-VOR;surface-polygon;1634
89;RU-VOR;aerialway-point;27
89;RU-VOR;vegetation-polygon;22907
89;RU-VOR;highway-crossing-point;1799
20;RU-AL;parking-polygon;74
20;RU-AL;landuse-polygon;2918
20;RU-AL;public-transport-point;270
20;RU-AL;building-point;123
20;RU-AL;highway-line;11715
20;RU-AL;aerialway-line;4
20;RU-AL;poi-polygon;529
20;RU-AL;water-line;6136
20;RU-AL;boundary-polygon;104
20;RU-AL;building-polygon;25020
20;RU-AL;poi-point;1655
20;RU-AL;nature_reserve-polygon;8
20;RU-AL;land;1
20;RU-AL;settlement-polygon;182
20;RU-AL;settlement-point;302
20;RU-AL;water-polygon;3602
20;RU-AL;surface-polygon;957
20;RU-AL;aerialway-point;37
20;RU-AL;vegetation-polygon;7745
20;RU-AL;highway-crossing-point;72
23;RU-ARK;railway-line;2441
23;RU-ARK;parking-polygon;1208
23;RU-ARK;coastlines;1305
23;RU-ARK;landuse-polygon;16967
23;RU-ARK;public-transport-point;1737
23;RU-ARK;building-point;369
23;RU-ARK;highway-line;98294
23;RU-ARK;aerialway-line;1
23;RU-ARK;poi-polygon;5788
23;RU-ARK;water-line;20170
23;RU-ARK;boundary-polygon;217
23;RU-ARK;railway-station-point;338
23;RU-ARK;building-polygon;184885
23;RU-ARK;poi-point;14000
23;RU-ARK;nature_reserve-polygon;13
23;RU-ARK;land;1157
23;RU-ARK;settlement-polygon;1085
23;RU-ARK;settlement-point;4644
23;RU-ARK;water-polygon;33479
23;RU-ARK;railway-platform-polygon;64
23;RU-ARK;water;108
23;RU-ARK;surface-polygon;7351
23;RU-ARK;aerialway-point;8
23;RU-ARK;vegetation-polygon;31969
23;RU-ARK;highway-crossing-point;1462
44;RU-KHA;railway-line;3325
44;RU-KHA;parking-polygon;694
44;RU-KHA;coastlines;1145
44;RU-KHA;landuse-polygon;7615
44;RU-KHA;public-transport-point;1497
44;RU-KHA;building-point;24
44;RU-KHA;highway-line;51462
44;RU-KHA;aerialway-line;3
44;RU-KHA;poi-polygon;4763
44;RU-KHA;water-line;16872
44;RU-KHA;boundary-polygon;246
44;RU-KHA;railway-station-point;225
44;RU-KHA;building-polygon;113568
44;RU-KHA;poi-point;6109
44;RU-KHA;nature_reserve-polygon;27
44;RU-KHA;land;1061
44;RU-KHA;settlement-polygon;279
44;RU-KHA;settlement-point;682
44;RU-KHA;water-polygon;11009
44;RU-KHA;railway-platform-polygon;4
44;RU-KHA;water;66
44;RU-KHA;surface-polygon;2989
44;RU-KHA;vegetation-polygon;11725
44;RU-KHA;highway-crossing-point;732
9;AZ;railway-line;2642
9;AZ;parking-polygon;904
9;AZ;coastlines;95
9;AZ;landuse-polygon;12255
9;AZ;public-transport-point;604
9;AZ;building-point;160
9;AZ;highway-line;115794
9;AZ;aerialway-line;11
9;AZ;poi-polygon;5985
9;AZ;water-line;2168
9;AZ;boundary-polygon;95
9;AZ;railway-station-point;157
9;AZ;building-polygon;53917
9;AZ;poi-point;12554
9;AZ;nature_reserve-polygon;13
9;AZ;land;90
9;AZ;settlement-polygon;2868
9;AZ;settlement-point;3536
9;AZ;water-polygon;2625
9;AZ;railway-platform-polygon;11
9;AZ;water;3
9;AZ;surface-polygon;1740
9;AZ;vegetation-polygon;6657
9;AZ;highway-crossing-point;369
91;RU-YAR;railway-line;1516
91;RU-YAR;parking-polygon;1195
91;RU-YAR;landuse-polygon;20042
91;RU-YAR;public-transport-point;2132
91;RU-YAR;building-point;39
91;RU-YAR;highway-line;67516
91;RU-YAR;aerialway-line;7
91;RU-YAR;poi-polygon;6456
91;RU-YAR;water-line;5071
91;RU-YAR;boundary-polygon;156
91;RU-YAR;railway-station-point;144
91;RU-YAR;building-polygon;173088
91;RU-YAR;poi-point;8092
91;RU-YAR;nature_reserve-polygon;4
91;RU-YAR;land;1
91;RU-YAR;settlement-polygon;5613
91;RU-YAR;settlement-point;6556
91;RU-YAR;water-polygon;12344
91;RU-YAR;railway-platform-polygon;66
91;RU-YAR;surface-polygon;3849
91;RU-YAR;aerialway-point;2
91;RU-YAR;vegetation-polygon;29862
91;RU-YAR;highway-crossing-point;1816
28;RU-BU;railway-line;1850
28;RU-BU;parking-polygon;248
28;RU-BU;landuse-polygon;3786
28;RU-BU;public-transport-point;342
28;RU-BU;building-point;89
28;RU-BU;highway-line;22435
28;RU-BU;poi-polygon;1848
28;RU-BU;water-line;4305
28;RU-BU;boundary-polygon;293
28;RU-BU;railway-station-point;134
28;RU-BU;building-polygon;37499
28;RU-BU;poi-point;1643
28;RU-BU;nature_reserve-polygon;14
28;RU-BU;land;1
28;RU-BU;settlement-polygon;316
28;RU-BU;settlement-point;735
28;RU-BU;water-polygon;2661
28;RU-BU;railway-platform-polygon;16
28;RU-BU;surface-polygon;605
28;RU-BU;vegetation-polygon;2906
28;RU-BU;highway-crossing-point;315
81;RU-TOM;railway-line;977
81;RU-TOM;parking-polygon;1141
81;RU-TOM;landuse-polygon;9432
81;RU-TOM;public-transport-point;774
81;RU-TOM;building-point;26
81;RU-TOM;highway-line;39767
81;RU-TOM;aerialway-line;2
81;RU-TOM;poi-polygon;4558
81;RU-TOM;water-line;1562
81;RU-TOM;boundary-polygon;143
81;RU-TOM;railway-station-point;56
81;RU-TOM;building-polygon;67301
81;RU-TOM;poi-point;5163
81;RU-TOM;nature_reserve-polygon;23
81;RU-TOM;land;1
81;RU-TOM;settlement-polygon;253
81;RU-TOM;settlement-point;706
81;RU-TOM;water-polygon;4532
81;RU-TOM;railway-platform-polygon;13
81;RU-TOM;surface-polygon;1103
81;RU-TOM;aerialway-point;4
81;RU-TOM;vegetation-polygon;13362
81;RU-TOM;highway-crossing-point;886
59;RU-MO;railway-line;923
59;RU-MO;parking-polygon;311
59;RU-MO;landuse-polygon;7528
59;RU-MO;public-transport-point;577
59;RU-MO;building-point;28
59;RU-MO;highway-line;27380
59;RU-MO;poi-polygon;1912
59;RU-MO;water-line;5275
59;RU-MO;boundary-polygon;381
59;RU-MO;railway-station-point;91
59;RU-MO;building-polygon;90023
59;RU-MO;poi-point;3202
59;RU-MO;nature_reserve-polygon;2
59;RU-MO;land;1
59;RU-MO;settlement-polygon;959
59;RU-MO;settlement-point;1353
59;RU-MO;water-polygon;4498
59;RU-MO;railway-platform-polygon;30
59;RU-MO;surface-polygon;950
59;RU-MO;vegetation-polygon;12328
59;RU-MO;highway-crossing-point;824
22;RU-AMU;railway-line;2970
22;RU-AMU;parking-polygon;303
22;RU-AMU;landuse-polygon;1402
22;RU-AMU;public-transport-point;306
22;RU-AMU;building-point;16
22;RU-AMU;highway-line;21133
22;RU-AMU;aerialway-line;1
22;RU-AMU;poi-polygon;1909
22;RU-AMU;water-line;1433
22;RU-AMU;boundary-polygon;287
22;RU-AMU;railway-station-point;246
22;RU-AMU;building-polygon;20184
22;RU-AMU;poi-point;1807
22;RU-AMU;nature_reserve-polygon;7
22;RU-AMU;land;1
22;RU-AMU;settlement-polygon;207
22;RU-AMU;settlement-point;656
22;RU-AMU;water-polygon;1418
22;RU-AMU;railway-platform-polygon;15
22;RU-AMU;surface-polygon;241
22;RU-AMU;vegetation-polygon;1661
22;RU-AMU;highway-crossing-point;366
40;RU-KDA;railway-line;5996
40;RU-KDA;parking-polygon;2610
40;RU-KDA;coastlines;101
40;RU-KDA;landuse-polygon;61553
40;RU-KDA;public-transport-point;4055
40;RU-KDA;building-point;31066
40;RU-KDA;highway-line;185882
40;RU-KDA;aerialway-line;143
40;RU-KDA;poi-polygon;21682
40;RU-KDA;water-line;18806
40;RU-KDA;boundary-polygon;502
40;RU-KDA;railway-station-point;327
40;RU-KDA;building-polygon;1100581
40;RU-KDA;poi-point;27948
40;RU-KDA;nature_reserve-polygon;34
40;RU-KDA;land;80
40;RU-KDA;settlement-polygon;1760
40;RU-KDA;settlement-point;3527
40;RU-KDA;water-polygon;9115
40;RU-KDA;railway-platform-polygon;119
40;RU-KDA;water;8
40;RU-KDA;surface-polygon;18003
40;RU-KDA;aerialway-point;445
40;RU-KDA;vegetation-polygon;38762
40;RU-KDA;highway-crossing-point;5936
6;LT;railway-line;3653
6;LT;parking-polygon;7146
6;LT;coastlines;21
6;LT;landuse-polygon;94097
6;LT;public-transport-point;14399
6;LT;building-point;11510
6;LT;highway-line;294381
6;LT;aerialway-line;22
6;LT;poi-polygon;20363
6;LT;water-line;19453
6;LT;boundary-polygon;1464
6;LT;railway-station-point;166
6;LT;building-polygon;801312
6;LT;poi-point;22028
6;LT;nature_reserve-polygon;80
6;LT;land;15
6;LT;settlement-polygon;2
6;LT;settlement-point;21303
6;LT;water-polygon;14872
6;LT;railway-platform-polygon;29
6;LT;surface-polygon;8169
6;LT;aerialway-point;11
6;LT;vegetation-polygon;53880
6;LT;highway-crossing-point;6980
4;RU;railway-line;187324
4;RU;parking-polygon;94879
4;RU;coastlines;16239
4;RU;landuse-polygon;1253386
4;RU;public-transport-point;127221
4;RU;building-point;82846
4;RU;highway-line;5220615
4;RU;aerialway-line;754
4;RU;poi-polygon;499853
4;RU;water-line;459252
4;RU;boundary-polygon;25613
4;RU;railway-station-point;14887
4;RU;building-polygon;12441486
4;RU;poi-point;691030
4;RU;nature_reserve-polygon;1573
4;RU;land;15248
4;RU;settlement-polygon;91822
4;RU;settlement-point;175641
4;RU;water-polygon;812173
4;RU;railway-platform-polygon;4576
4;RU;water;1103
4;RU;surface-polygon;323031
4;RU;aerialway-point;1646
4;RU;vegetation-polygon;1845054
4;RU;highway-crossing-point;132829
67;RU-OMS;railway-line;1992
67;RU-OMS;parking-polygon;889
67;RU-OMS;landuse-polygon;11172
67;RU-OMS;public-transport-point;1425
67;RU-OMS;building-point;92
67;RU-OMS;highway-line;82430
67;RU-OMS;aerialway-line;1
67;RU-OMS;poi-polygon;6380
67;RU-OMS;water-line;2950
67;RU-OMS;boundary-polygon;432
67;RU-OMS;railway-station-point;154
67;RU-OMS;building-polygon;148903
67;RU-OMS;poi-point;7573
67;RU-OMS;nature_reserve-polygon;3
67;RU-OMS;land;1
67;RU-OMS;settlement-polygon;361
67;RU-OMS;settlement-point;1539
67;RU-OMS;water-polygon;7288
67;RU-OMS;railway-platform-polygon;109
67;RU-OMS;surface-polygon;6326
67;RU-OMS;vegetation-polygon;89112
67;RU-OMS;highway-crossing-point;1469
21;RU-ALT;railway-line;2384
21;RU-ALT;parking-polygon;1008
21;RU-ALT;landuse-polygon;23240
21;RU-ALT;public-transport-point;1912
21;RU-ALT;building-point;253
21;RU-ALT;highway-line;69911
21;RU-ALT;aerialway-line;12
21;RU-ALT;poi-polygon;7976
21;RU-ALT;water-line;5916
21;RU-ALT;boundary-polygon;728
21;RU-ALT;railway-station-point;242
21;RU-ALT;building-polygon;223274
21;RU-ALT;poi-point;8646
21;RU-ALT;nature_reserve-polygon;48
21;RU-ALT;land;1
21;RU-ALT;settlement-polygon;847
21;RU-ALT;settlement-point;2408
21;RU-ALT;water-polygon;15465
21;RU-ALT;railway-platform-polygon;49
21;RU-ALT;surface-polygon;6627
21;RU-ALT;aerialway-point;32
21;RU-ALT;vegetation-polygon;64839
21;RU-ALT;highway-crossing-point;980
77;RU-SAK;railway-line;1222
77;RU-SAK;parking-polygon;293
77;RU-SAK;coastlines;1054
77;RU-SAK;landuse-polygon;3602
77;RU-SAK;public-transport-point;290
77;RU-SAK;building-point;18
77;RU-SAK;highway-line;27174
77;RU-SAK;aerialway-line;6
77;RU-SAK;poi-polygon;2158
77;RU-SAK;water-line;25053
77;RU-SAK;boundary-polygon;19
77;RU-SAK;railway-station-point;111
77;RU-SAK;building-polygon;80752
77;RU-SAK;poi-point;2415
77;RU-SAK;nature_reserve-polygon;63
77;RU-SAK;land;972
77;RU-SAK;settlement-polygon;135
77;RU-SAK;settlement-point;429
77;RU-SAK;water-polygon;10011
77;RU-SAK;railway-platform-polygon;5
77;RU-SAK;water;83
77;RU-SAK;surface-polygon;1983
77;RU-SAK;aerialway-point;45
77;RU-SAK;vegetation-polygon;28167
77;RU-SAK;highway-crossing-point;426
39;RU-KC;railway-line;148
39;RU-KC;parking-polygon;56
39;RU-KC;landuse-polygon;2589
39;RU-KC;public-transport-point;255
39;RU-KC;building-point;14
39;RU-KC;highway-line;12403
39;RU-KC;aerialway-line;19
39;RU-KC;poi-polygon;638
39;RU-KC;water-line;7633
39;RU-KC;boundary-polygon;17
39;RU-KC;railway-station-point;9
39;RU-KC;building-polygon;44270
39;RU-KC;poi-point;1582
39;RU-KC;nature_reserve-polygon;4
39;RU-KC;land;1
39;RU-KC;settlement-polygon;163
39;RU-KC;settlement-point;462
39;RU-KC;water-polygon;1586
39;RU-KC;surface-polygon;6882
39;RU-KC;aerialway-point;26
39;RU-KC;vegetation-polygon;8287
39;RU-KC;highway-crossing-point;48
55;RU-LEN;railway-line;4539
55;RU-LEN;parking-polygon;2254
55;RU-LEN;coastlines;1033
55;RU-LEN;landuse-polygon;30604
55;RU-LEN;public-transport-point;4194
55;RU-LEN;building-point;527
55;RU-LEN;highway-line;167386
55;RU-LEN;aerialway-line;45
55;RU-LEN;poi-polygon;12296
55;RU-LEN;water-line;22519
55;RU-LEN;boundary-polygon;405
55;RU-LEN;railway-station-point;472
55;RU-LEN;building-polygon;362792
55;RU-LEN;poi-point;18799
55;RU-LEN;nature_reserve-polygon;36
55;RU-LEN;land;996
55;RU-LEN;settlement-polygon;1678
55;RU-LEN;settlement-point;3484
55;RU-LEN;water-polygon;27020
55;RU-LEN;railway-platform-polygon;193
55;RU-LEN;water;96
55;RU-LEN;surface-polygon;20231
55;RU-LEN;aerialway-point;106
55;RU-LEN;vegetation-polygon;63422
55;RU-LEN;highway-crossing-point;3303
17;TJ;railway-line;606
17;TJ;parking-polygon;136
17;TJ;landuse-polygon;7736
17;TJ;public-transport-point;178
17;TJ;building-point;324
17;TJ;highway-line;45548
17;TJ;aerialway-line;4
17;TJ;poi-polygon;3213
17;TJ;water-line;4789
17;TJ;boundary-polygon;56
17;TJ;railway-station-point;56
17;TJ;building-polygon;118726
17;TJ;poi-point;4076
17;TJ;nature_reserve-polygon;2
17;TJ;settlement-polygon;385
17;TJ;settlement-point;1310
17;TJ;water-polygon;1353
17;TJ;railway-platform-polygon;3
17;TJ;surface-polygon;396
17;TJ;aerialway-point;2
17;TJ;vegetation-polygon;8685
17;TJ;highway-crossing-point;84
88;RU-VLG;railway-line;1349
88;RU-VLG;parking-polygon;717
88;RU-VLG;landuse-polygon;9872
88;RU-VLG;public-transport-point;1319
88;RU-VLG;building-point;159
88;RU-VLG;highway-line;51209
88;RU-VLG;aerialway-line;2
88;RU-VLG;poi-polygon;4358
88;RU-VLG;water-line;5206
88;RU-VLG;boundary-polygon;211
88;RU-VLG;railway-station-point;161
88;RU-VLG;building-polygon;136037
88;RU-VLG;poi-point;4737
88;RU-VLG;nature_reserve-polygon;59
88;RU-VLG;land;1
88;RU-VLG;settlement-polygon;1445
88;RU-VLG;settlement-point;8191
88;RU-VLG;water-polygon;7179
88;RU-VLG;railway-platform-polygon;39
88;RU-VLG;surface-polygon;4784
88;RU-VLG;aerialway-point;5
88;RU-VLG;vegetation-polygon;16039
88;RU-VLG;highway-crossing-point;1462
48;RU-KL;railway-line;89
48;RU-KL;parking-polygon;14
48;RU-KL;coastlines;20
48;RU-KL;landuse-polygon;6086
48;RU-KL;public-transport-point;74
48;RU-KL;building-point;7
48;RU-KL;highway-line;8056
48;RU-KL;poi-polygon;596
48;RU-KL;water-line;1009
48;RU-KL;boundary-polygon;130
48;RU-KL;railway-station-point;10
48;RU-KL;building-polygon;21346
48;RU-KL;poi-point;508
48;RU-KL;nature_reserve-polygon;8
48;RU-KL;land;20
48;RU-KL;settlement-polygon;241
48;RU-KL;settlement-point;298
48;RU-KL;water-polygon;782
48;RU-KL;railway-platform-polygon;6
48;RU-KL;water;7
48;RU-KL;surface-polygon;364
48;RU-KL;vegetation-polygon;1397
48;RU-KL;highway-crossing-point;21
80;RU-STA;railway-line;1458
80;RU-STA;parking-polygon;1424
80;RU-STA;landuse-polygon;20210
80;RU-STA;public-transport-point;1268
80;RU-STA;building-point;245
80;RU-STA;highway-line;56722
80;RU-STA;aerialway-line;4
80;RU-STA;poi-polygon;5445
80;RU-STA;water-line;2276
80;RU-STA;boundary-polygon;118
80;RU-STA;railway-station-point;119
80;RU-STA;building-polygon;299302
80;RU-STA;poi-point;8007
80;RU-STA;nature_reserve-polygon;22
80;RU-STA;land;1
80;RU-STA;settlement-polygon;520
80;RU-STA;settlement-point;800
80;RU-STA;water-polygon;4008
80;RU-STA;railway-platform-polygon;25
80;RU-STA;surface-polygon;1801
80;RU-STA;aerialway-point;10
80;RU-STA;vegetation-polygon;23402
80;RU-STA;highway-crossing-point;1826
36;RU-IVA;railway-line;628
36;RU-IVA;parking-polygon;277
36;RU-IVA;landuse-polygon;14237
36;RU-IVA;public-transport-point;751
36;RU-IVA;building-point;168
36;RU-IVA;highway-line;33947
36;RU-IVA;aerialway-line;3
36;RU-IVA;poi-polygon;2628
36;RU-IVA;water-line;1528
36;RU-IVA;boundary-polygon;149
36;RU-IVA;railway-station-point;49
36;RU-IVA;building-polygon;69942
36;RU-IVA;poi-point;2822
36;RU-IVA;nature_reserve-polygon;4
36;RU-IVA;land;1
36;RU-IVA;settlement-polygon;3004
36;RU-IVA;settlement-point;3802
36;RU-IVA;water-polygon;3107
36;RU-IVA;railway-platform-polygon;9
36;RU-IVA;surface-polygon;887
36;RU-IVA;vegetation-polygon;10855
36;RU-IVA;highway-crossing-point;708
43;RU-KGN;railway-line;1192
43;RU-KGN;parking-polygon;190
43;RU-KGN;landuse-polygon;2891
43;RU-KGN;public-transport-point;315
43;RU-KGN;building-point;71
43;RU-KGN;highway-line;22624
43;RU-KGN;poi-polygon;1705
